Unnamed: 0	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context	text_lemmatized
263	578540328224845824	via medical_xpress a new in vitro (test tube) study dietary functional benefits of bartlet  	1	0.0	1.0	1.0	via medical_xpress a new in vitro ( test tube ) study dietary functional benefit of bartlet
264	578942591317647360	marc by marc jacobs folding into marcjacobs line reports wwd   	0	0.0	0.0	0.0	marc by marc jacob fold into marcjacobs line report wwd
265	579050929837760512	how is a country that holds million kurds find pro-kurdish protests wrong but avidly support pro-palestine ones? 	0	0.0	0.0	0.0	how be a country that hold million kurd find pro-kurdish protest wrong but avidly support pro-palestine one ?
266	580972622399291392	european union and turkey in the post arab spring era mapping strategic interests in the turbulent neighborhood 	1	0.0	1.0	1.0	european union and turkey in the post arab spring era map strategic interest in the turbulent neighborhood
267	581216982026063872	any chance numbergov & ukhomeoffice will comment on increase in confidence of police in a positive way	0	0.0	0.0	0.0	any chance numbergov & ukhomeoffice will comment on increase in confidence of police in a positive way
268	584128760141615104	foot on the gas im just tryin to pass all the red lights & the stop signs	0	0.0	0.0	0.0	foot on the gas im just tryin to pass all the red light & the stop sign
269	586476458907959296	companies report % increase in attempted cyber security breaches    	1	1.0	0.0	0.0	company report % increase in attempted cyber security breach
270	586896526837972992	study shifts in electricity generation spur net job growth but coal jobs decline - via dukeu 	1	1.0	1.0	1.0	study shift in electricity generation spur net job growth but coal job decline - via dukeu
271	587154820450033665	horse chase leads to arrest beating |  	0	0.0	0.0	0.0	horse chase lead to arrest beating |
272	588344815856812032	overzealous dangerous patriotism school nurse refused to treat student who didnt stand for pledge of allegiance 	0	0.0	0.0	0.0	overzealous dangerous patriotism school nurse refuse to treat student who didnt stand for pledge of allegiance
273	589308960450039808	smurfhawk bhmjohnecs just need more playing time w each other sall good frustrating	0	0.0	0.0	0.0	smurfhawk bhmjohnecs just need more playing time w each other sall good frustrating
274	589534492395704320	coumadin decreased sex drive men 	1	1.0	0.0	0.0	coumadin decrease sex drive men
275	591307080277094400	for some reason there are a disproportionate number of patriots fans working in the white house -	0	0.0	0.0	0.0	for some reason there be a disproportionate number of patriot fan work in the white house -
276	592145135711887361	all approx  houses have been collapsed in   epicenter of  reports state radio reporter from 	0	0.0	0.0	0.0	all approx house have be collapse in epicenter of report state radio reporter from
277	592793990870740993	this is a child molesters dream -->> rt actionnewsjax parents urged to support free-range (cont) 	0	0.0	0.0	0.0	this be a child molester dream -- > > rt actionnewsjax parent urge to support free-range ( cont )
278	593097629107650561	cyber security webinar starting now challenges associated with defending cyber threats - 	0	0.0	0.0	0.0	cyber security webinar start now challenge associate with defend cyber threat -
279	595610067564679169	her own idea a hidden ammonite loaf with hammer jeaniibean geologist despair  	0	0.0	0.0	0.0	her own idea a hidden ammonite loaf with hammer jeaniibean geologist despair
280	596312357640474624	can organic feed the world? 	1	1.0	1.0	1.0	can organic fee the world ?
281	597534145808605184	more sex doesnt lead to more happiness reveals new study surprised? – tech times 	1	1.0	0.0	0.0	more sex doesnt lead to more happiness reveals new study surprise ? – tech time
282	598917676484972544	nuke deal w  increase terror   see👉 video clip 😢?  	0	0.0	0.0	0.0	nuke deal w increase terror see👉 video clip 😢 ?
283	599179022552145920	mo after   research teams explore the science behind the    dress  nytimes	1	0.0	1.0	1.0	mo after research team explore the science behind the dress nytimes
285	599657600272084992	spc tornado watch  status reports 	0	0.0	0.0	0.0	spc tornado watch status report
286	601024654765985792	 to support the research of thalassemia & aids cure	1	0.0	0.0	1.0	to support the research of thalassemia & aid cure
287	601044828806320128	and_orca the london guardians feature about jaza which will stop buying dolphins from taiji  	0	0.0	0.0	0.0	and_orca the london guardians feature about jaza which will stop buying dolphin from taiji
288	601417479961718784	wistrichs last article stop downplaying  in muslim world & on world stage  	0	0.0	0.0	0.0	wistrichs last article stop downplaying in muslim world & on world stage
289	602178954267525122	 is imp at every age esp bc it can help strengthen bones & muscles & prevent falls  	1	1.0	0.0	0.0	be imp at every age esp bc it can help strengthen bone & muscle & prevent fall
290	603196275853500418	vcubaseball will be honored prior to tonights gosquirrels game first pitch is  get there around  to support the rams! 	0	0.0	0.0	0.0	vcubaseball will be honor prior to tonight gosquirrels game first pitch be get there around to support the ram !
291	605701936592109568	virgin-born sawfish are a first in the wild  	1	1.0	1.0	1.0	virgin-born sawfish be a first in the wild
292	606626544438550528	look  luparker ktla  story re step up members monday pm it will be special thx  trevor_neilson  ur support 	0	0.0	0.0	0.0	look luparker ktla story re step up member monday pm it will be special thx trevor_neilson ur support
293	606960382654193664	dear telltale stop sucking game of thrones dick and make tales from the borderlands sincerely trustfungus	0	0.0	0.0	0.0	dear telltale stop suck game of throne dick and make tale from the borderland sincerely trustfungus
294	607583719138971648	thanks for all the support ☀️💪        	0	0.0	0.0	0.0	thanks for all the support ☀️💪
295	607647619368677377	update police identify two found dead in house fire release cause 	0	0.0	0.0	0.0	update police identify two find dead in house fire release cause
296	610995064030953472	beauty tips  blood sugar support cardiovascular health dietary supplement ( bottles)  	1	1.0	0.0	0.0	beauty tip blood sugar support cardiovascular health dietary supplement ( bottle )
297	611146298067030016	  conquering the excess weight of diet program failure statistics   	0	0.0	0.0	0.0	conquer the excess weight of diet program failure statistic
298	611615660393799680	near-fasting for  days a month reduces body fat study finds (wlink)  	1	1.0	1.0	1.0	near-fasting for day a month reduce body fat study find ( wlink )
299	614254522320334852	treatment of  focus on   	1	0.0	1.0	1.0	treatment of focus on
300	614435460505415682	there is no medicines for men to treat     karkhanisamit	0	0.0	0.0	0.0	there be no medicine for men to treat karkhanisamit
301	614895100007571460	angelraven nickie > saw is making a twit support page plz send your info & any group u want mentioned to email  sawstrongaolcom	0	0.0	0.0	0.0	angelraven nickie > saw be make a twit support page plz send your info & any group u want mention to email sawstrongaolcom
302	615476753373401088	 mazda open to le mans  hour return engineer in charge of s winning car tells tg that he wants   	0	0.0	0.0	0.0	mazda open to le man hour return engineer in charge of s win car tell tg that he want
303	616187058751713280	quick water stop at toysrusuk liverpool  	0	0.0	0.0	0.0	quick water stop at toysrusuk liverpool
304	616821602412445696	student life  valentines  metrosexuality & lower body strength   	0	0.0	0.0	0.0	student life valentine metrosexuality & low body strength
305	616862956752519170	 eric abetz threatening state liberals who support marriage equality this man is a thug stand up liberals with conscience	0	0.0	0.0	0.0	eric abetz threaten state liberal who support marriage equality this man be a thug stand up liberal with conscience
306	617298758997381120	pain changes people	1	1.0	0.0	0.0	pain change people
307	617706053849911300	political science 	0	0.0	0.0	0.0	political science
308	618440645691113473	the earth sciences examine the structure and composition of our planet 	1	1.0	0.0	1.0	the earth science examine the structure and composition of our planet
309	618456205317513217	people who are hating on this stupid  need to stop being so sensitive and get off social media	0	0.0	0.0	0.0	people who be hat on this stupid need to stop be so sensitive and get off social medium
310	621383456921141252	the carbon footprint of a glass of milk has shrunk by  in the last  years due to improved health nutrition and genetics 	1	1.0	0.0	0.0	the carbon footprint of a glass of milk have shrink by in the last year due to improve health nutrition and genetics
311	622292275037622272	magic!!!!😂😂     	0	0.0	0.0	0.0	magic ! ! ! ! 😂😂
312	622405366073024517	xxxhkingxxx local nc rap artist looking to gain local support  would be very much appreciated thanks	0	0.0	0.0	0.0	xxxhkingxxx local nc rap artist look to gain local support would be very much appreciate thanks
314	622676246795661312	yes gilinsky may look so much more sexier than johnson but that doesn mean u support one jack only -_- 	0	0.0	0.0	0.0	yes gilinsky may look so much more sexy than johnson but that doesn mean u support one jack only -_-
316	623778651042091008	new post from   - kernel to stop saturday bar sessions  the kernel brewery in london is to cease …	0	0.0	0.0	0.0	new post from - kernel to stop saturday bar session the kernel brewery in london be to cease …
317	624192030542053377	marilyn going to great day live to promote cruisin the heartland 	0	0.0	0.0	0.0	marilyn go to great day live to promote cruisin the heartland
318	624194981440409600	less than a third of finns support  nuclear plant 	0	0.0	0.0	0.0	less than a third of finns support nuclear plant
319	625141281216401408	next time someone looks at bella notice how one shoulder is higher than the other like an ogre???	0	0.0	0.0	0.0	next time someone look at bella notice how one shoulder be high than the other like an ogre ? ? ?
320	625887657617309696	therealagentk herecease mariellite thats my girl now— build bridges to the heavens and dont stop there	0	0.0	0.0	0.0	therealagentk herecease mariellite thats my girl now— build bridge to the heaven and dont stop there
321	625919376051564544	turkey provides air support for  opposition    	0	0.0	0.0	0.0	turkey provide air support for opposition
322	626275995646062592	  new improved unique color therapy lamps light promotes wellness health   … 	1	1.0	0.0	0.0	new improve unique color therapy lamp light promotes wellness health …
323	626391334815830016	minmsme mait is devoted  promote r&d in stds & open tech thats long pending thru national centre for e-gov stds & tech anwarzs 	0	0.0	0.0	0.0	minmsme mait be devote promote r & d in std & open tech thats long pending thru national centre for e-gov std & tech anwarzs
324	627031498827247616	carrefour reports sharp decline in profit    |  	0	0.0	0.0	0.0	carrefour report sharp decline in profit |
325	628264846497292288	the brain is extraordinarily good at alerting us to threats 	1	1.0	1.0	1.0	the brain be extraordinarily good at alert u to threats
326	628611128260608000	why might women feel temperature differently to men? why might women feel temperature differently to men? 	1	1.0	1.0	1.0	why might woman feel temperature differently to men ? why might woman feel temperature differently to men ?
327	630798260672811008	been taking a constant break down for about  days now like can u stop pls	0	0.0	0.0	0.0	be take a constant break down for about day now like can u stop pls
328	631011188705374208	ariwinokur on rates questionsgoogle analyticsgb space and more 	0	0.0	0.0	0.0	ariwinokur on rate questionsgoogle analyticsgb space and more
329	631725730326552576	weed good for the bones? yes! by stephanie pappas live science contributor  	1	1.0	1.0	1.0	weed good for the bone ? yes ! by stephanie pappa live science contributor
330	631828683704172545	farting helps reduce high blood pressure and is good for your health isnt it funny and healthy?    	1	1.0	0.0	0.0	fart help reduce high blood pressure and be good for your health isnt it funny and healthy ? 
331	633000858511273984	retweet if you know this game fav if you would join for war! search up the disciples need more consistent people!😎 	0	0.0	0.0	0.0	retweet if you know this game fav if you would join for war ! search up the disciple need more consistent people ! 😎
334	635545969057222656	 & rising temps increase   in several ways   	1	1.0	1.0	1.0	& rise temp increase in several way
335	636605433478836224	lordstoddart tell fulani settlers to stop intimidating & terrorising indigenous nations in westafrica	0	0.0	0.0	0.0	lordstoddart tell fulani settler to stop intimidating & terrorise indigenous nation in westafrica
337	638692179838377984	black men should stop having sex with black hookers 	0	0.0	0.0	0.0	black men should stop have sex with black hooker
338	641614791858089985	bill to stop police cellphone intrusions passes legislature    	0	0.0	0.0	0.0	bill to stop police cellphone intrusion pass legislature
339	642542420907810816	video the process of hand making a book the old fashioned way is a lost magical art 	0	0.0	0.0	0.0	video the process of hand make a book the old fashioned way be a lost magical art
341	647419303193501699	understanding public perceptions of risk regarding outdoor pet cats to inform  action  	1	0.0	1.0	1.0	understand public perception of risk regard outdoor pet cat to inform action
342	648267629103288320	patients w prolonged undiagnosed medical conditions can sign up for national nih program seeking answers  	0	0.0	0.0	0.0	patient w prolong undiagnosed medical condition can sign up for national nih program seek answer
343	650258639404593152	uk government acts to stop councils divesting from israeli occupation   	0	0.0	0.0	0.0	uk government act to stop council divest from israeli occupation
344	650847249174433793	the happier you are the less sleep you require to function in everyday life sadness increases the urge to sleep more	1	1.0	0.0	0.0	the happier you be the less sleep you require to function in everyday life sadness increase the urge to sleep more
345	652096793761710080	thejanicexxx good point! 	0	0.0	0.0	0.0	thejanicexxx good point !
346	652858156402393088	alternative ways to get menstrual pain relief 	0	0.0	0.0	0.0	alternative way to get menstrual pain relief
347	653391282455232513	high school does in fact change people	1	1.0	0.0	0.0	high school do in fact change people
348	654119572350459905	lubicon cree nation turns to solar power to end fossil fuel nightmare please support our coverage of…  | rabbleca	0	0.0	0.0	0.0	lubicon cree nation turn to solar power to end fossil fuel nightmare please support our coverage of… | rabbleca
349	654672394204786689	that this interest was somehow the cause sbs_mtv  	0	0.0	0.0	0.0	that this interest be somehow the cause sbs_mtv
350	658494852200574976	tomato planting tips that lead to healthy tomato plants 	0	0.0	0.0	0.0	tomato plant tip that lead to healthy tomato plant
351	658984052213555200	support direct community--community learning to stop destructive mining projects in oaxaca!  	0	0.0	0.0	0.0	support direct community -- community learning to stop destructive mining project in oaxaca !
352	659440948758228992	norad blimp on the loose a blimp associated with norads surveillance of the east coast has become untethered 	0	0.0	0.0	0.0	norad blimp on the loose a blimp associate with norads surveillance of the east coast have become untethered
353	660146321635074050	samsung display technologies support vision for affordable excellence in high education  	0	0.0	0.0	0.0	samsung display technology support vision for affordable excellence in high education
354	660432968763117570	when will the underwear stop flying	0	0.0	0.0	0.0	when will the underwear stop fly
355	660967121766125568	 development of monozoic forms of echinococcus granulosus during in vitro culture 	1	0.0	1.0	1.0	development of monozoic form of echinococcus granulosus during in vitro culture
356	661186349655977984	hope ion gotta talk to the judge cause imma look high as hell	0	0.0	0.0	0.0	hope ion get ta talk to the judge cause imma look high a hell
357	661310677206855680	george  boolean logic inventor b otd  his cork plaque   georgeboole 	1	0.0	0.0	1.0	george boolean logic inventor b otd his cork plaque georgeboole
358	662067619055341569	 culture of schistosoma haematobium and the effects of immune sera in vitro 	1	0.0	1.0	1.0	culture of schistosoma haematobium and the effect of immune serum in vitro
359	662199169227104256	always apply the titles when making introductions good judgment and good manners are a must!	0	0.0	0.0	0.0	always apply the title when make introduction good judgment and good manner be a must !
360	662527981668007936	 consumption and fate of aflatoxin b by lactating cows 	1	0.0	1.0	1.0	consumption and fate of aflatoxin b by lactate cow
361	662557646864703488	 what new habit if you started now would change your life? join the facebook group for support 	0	0.0	0.0	0.0	what new habit if you start now would change your life ? join the facebook group for support
362	663601979327954944	usb quick connect mini portable dr video recording camera  	0	0.0	0.0	0.0	usb quick connect mini portable dr video record camera
363	663635303081443328	 lufthansa cabin crew strike affects  passengers  via dailystarleb	0	0.0	0.0	0.0	lufthansa cabin crew strike affect passenger via dailystarleb
364	665652255803092992	saltydre if he wants to murder you stop by a sidewalk cafe or attend a concert	0	0.0	0.0	0.0	saltydre if he want to murder you stop by a sidewalk cafe or attend a concert
365	666039499097399296	 live tickets in pick  how many are associated with the oneill group?	0	0.0	0.0	0.0	live ticket in pick how many be associate with the oneill group ?
366	666281849031823360	epilepsy & vaccination  *tvm to miles_wilma for finding this & heart felt get well wishes for stutzys jeremey❤️	0	0.0	0.0	0.0	epilepsy & vaccination * tvm to miles_wilma for find this & heart felt get well wish for stutzys jeremey❤️
368	666597421250580480	ptsd twice as likely for   	1	0.0	1.0	1.0	ptsd twice as likely for
369	667355564754644992	thomaswictor according to delusional leftist academic interviewed by abcnews the best way  stop isis terror is to not ostracise muslims	0	0.0	0.0	0.0	thomaswictor accord to delusional leftist academic interview by abcnews the best way stop isi terror be to not ostracise muslim
370	668789221910441984	study finds less than % of earths modern groundwater is renewable within a human lifetime -- earth changes -- 	1	1.0	1.0	1.0	study find less than % of earths modern groundwater be renewable within a human lifetime -- earth change --
371	671341696899293186	attenborough solar energy should undercut oil hes bang on the money 	0	0.0	0.0	0.0	attenborough solar energy should undercut oil he bang on the money
372	672473607574962176	india is standing for  &  mla for increase salary	0	0.0	0.0	0.0	india be stand for & mla for increase salary
373	672548895365427200	 army goes to war against invading bugs 	0	0.0	0.0	0.0	army go to war against invade bug
374	673022776182112257	the low sun angle and the reflective surface of the fresh snow slowing the melting process of the snowpack  	1	1.0	0.0	0.0	the low sun angle and the reflective surface of the fresh snow slow the melt process of the snowpack
375	674050317756051456	so do strippers just wait to be saved to stop being strippers ?	0	0.0	0.0	0.0	so do stripper just wait to be save to stop be stripper ?
376	674730542529687552	how will  affect food security?   	1	1.0	1.0	1.0	how will affect food security ?
377	675394604766728192	ladies would you date a busty gentleman that wore a manssiere for titty support?	0	0.0	0.0	0.0	lady would you date a busty gentleman that wear a manssiere for titty support ?
378	675946445158162432	cyberanonymous reuters armed man shot in pennsylvania walmart reports  	0	0.0	0.0	0.0	cyberanonymous reuters arm man shot in pennsylvania walmart report
379	676125881681727488	video dr keith flaherty talks about the genetics of cancer   precision medicine 	1	0.0	0.0	1.0	video dr keith flaherty talk about the genetics of cancer precision medicine
380	676349341611765760	 notice paris teacher stabbed by man who yelled support for  …  	0	0.0	0.0	0.0	notice paris teacher stab by man who yell support for …
381	678856461666131968	pimp__ stop this life 😡	0	0.0	0.0	0.0	pimp__ stop this life 😡
382	679003730923122688	speaking of galaxies the milky way is now visible in esanasa soholasco images  	1	1.0	1.0	1.0	speaking of galaxy the milky way be now visible in esanasa soholasco image
383	679303205356965888	mactive study uses personalized texts pedometers and smartphones to increase physical activity   …	1	1.0	1.0	1.0	mactive study use personalize texts pedometer and smartphones to increase physical activity …
384	682059890710425600	best web hosting free domain free site builders free - support  day money-back guarantee 	0	0.0	0.0	0.0	best web host free domain free site builder free - support day money-back guarantee
385	682410908203782144	good morning beingsalmankhan & all supporters😊 follow & support official  handle for  ➔ bebeinghuman & must rt this tweet plz!!	0	0.0	0.0	0.0	good morning beingsalmankhan & all supporters😊 follow & support official handle for ➔ bebeinghuman & must rt this tweet plz ! !
386	683166167733768192	amenaeva hello discover a secret force that enables a person evolve into a superman check 	0	0.0	0.0	0.0	amenaeva hello discover a secret force that enable a person evolve into a superman check
387	683181686679552001	proof that gun bans increase murder rates  	1	1.0	0.0	0.0	proof that gun ban increase murder rate
388	683838640489926656	 new edit in the wikipedia article on spatial analysis  … 	0	0.0	0.0	0.0	new edit in the wikipedia article on spatial analysis …
389	683858206930505728	 thirteenth swedish weed conference  	1	0.0	1.0	1.0	thirteenth swedish weed conference
390	684046522799894529	 thematic roles in aphasia conceptual knowledge and linguistic assignment 	1	0.0	1.0	1.0	thematic role in aphasia conceptual knowledge and linguistic assignment
391	684857088103727104	bayes theoremwhats the big deal?  	1	0.0	1.0	1.0	bayes theoremwhats the big deal ?
392	685064182602018816	upright positions in the first stage of labour reduces the duration of labour and the risk of c-section 	1	1.0	1.0	1.0	upright position in the first stage of labour reduces the duration of labour and the risk of c-section
393	685152147202293760	hard work never fails start working stop complaining if you work for it youll appreciate it! 💯	1	1.0	0.0	0.0	hard work never fail start work stop complaining if you work for it youll appreciate it ! 💯
394	685469159430336512	 the eclosion hormone its release by the brain and its action on the central nervous system of silk moths 	1	1.0	1.0	1.0	the eclosion hormone it release by the brain and it action on the central nervous system of silk moth
395	685644296754565120	 cucumber mosaic virus-associated rna  ii in vitro translation in a wheat germ protein-synthesis system 	1	0.0	1.0	1.0	cucumber mosaic virus-associated rna ii in vitro translation in a wheat germ protein-synthesis system
396	686166231758442496	 fibromyalgia symptoms linked to obesity weight gain -  	1	1.0	0.0	0.0	fibromyalgia symptom link to obesity weight gain -
397	686914667562704896	 chromosome relationships between lolium and festuca (gramineae) 	1	0.0	1.0	1.0	chromosome relationship between lolium and festuca ( gramineae )
398	688865694222401537	 binding of vitamin b-rat transcobalamin ii and free vitamin b to plasma membranes isolated from rat… 	1	0.0	1.0	1.0	binding of vitamin b-rat transcobalamin ii and free vitamin b to plasma membrane isolate from rat…
400	689726180832899073	the big finish podcast - big finish day  (part ) nicholas briggs reports from last weekends…   	0	0.0	0.0	0.0	the big finish podcast - big finish day ( part ) nicholas briggs report from last weekends…
401	689879558158331904	can people please just stop complaining and get on with life 😬	0	0.0	0.0	0.0	can people please just stop complaining and get on with life 😬
402	689938236442087424	did you know that  causes    	1	1.0	0.0	0.0	do you know that cause
403	690681618109870082	 influence of dietary protein on susceptibility to alert downer syndrome 	1	1.0	1.0	1.0	influence of dietary protein on susceptibility to alert downer syndrome
405	691530977256943616	 in vitro translation of the long-lived messenger ribonucleic acid of dry seeds 	1	0.0	1.0	1.0	in vitro translation of the long-lived messenger ribonucleic acid of dry seed
406	694126869772423168	capitalofficial harry_styles kendalljenner maybe cause there wasnt any romance to begin with just old friends hanging out	0	0.0	0.0	0.0	capitalofficial harry_styles kendalljenner maybe cause there wasnt any romance to begin with just old friend hang out
407	694637176206856192	small tribe wa big voice vows to stop chinese oil drilling in the amazon   	0	0.0	0.0	0.0	small tribe wa big voice vow to stop chinese oil drilling in the amazon
409	695026082408300547	roscoe retweet to support world vision education for children emiforlove  	0	0.0	0.0	0.0	roscoe retweet to support world vision education for child emiforlove
410	697437874304581633	interesting work being done in boston to identify the ways cancers develop   	1	0.0	1.0	1.0	interesting work be do in boston to identify the way cancer develop
411	698167540619616256	excellent! i also recommend those dishonest goldsmiths of g   	0	0.0	0.0	0.0	excellent ! i also recommend those dishonest goldsmith of g
412	698631183782060032	mesut özil has rejected a new contract at  and is ready to quit for barcelona claim reports in spain 	0	0.0	0.0	0.0	mesut özil have reject a new contract at and be ready to quit for barcelona claim report in spain
413	699373237302505472	nfls salary cap expected to increase to at least $ million 	0	0.0	0.0	0.0	nfls salary cap expect to increase to at least $ million
414	699396541967134721	a good pass often leads to a good shot the extra pass often leads to a great shot  	1	1.0	0.0	0.0	a good pas often lead to a good shot the extra pas often lead to a great shot
415	702413786871951360	last day of the lunar󾀕 vibes are in affect today come join me while we journey to the moon and back! am 	0	0.0	0.0	0.0	last day of the lunar󾀕 vibe be in affect today come join me while we journey to the moon and back ! be
416	704232939643662337	weve all got an extra day! whatll you do with yours? why not read susheila nastas intro to our latest issue 	1	0.0	1.0	1.0	weve all get an extra day ! whatll you do with yours ? why not read susheila nastas intro to our late issue
417	704433912022331392	are putting survivors lives and health at risk says the report return to abuser 	1	0.0	1.0	1.0	be put survivor life and health at risk say the report return to abuser
418	704633718703521792	to all final years and pgs - look out for careers support throughout the summer! kingstonfass 	0	0.0	0.0	0.0	to all final year and pgs - look out for career support throughout the summer ! kingstonfass
419	704636168210673665	proper preparation prevents poor performance	1	1.0	0.0	0.0	proper preparation prevents poor performance
420	705329755093135360	magnetic resonance imaging findings in giant cell arteritis  	1	0.0	1.0	1.0	magnetic resonance image finding in giant cell arteritis
421	705777559959703552	oppositelocka brief analysis of the change in pickup prices over the last  years 	0	0.0	0.0	0.0	oppositelocka brief analysis of the change in pickup price over the last year
423	706975100856373248	a scene almost guaranteed to cause acrophobia i love the film  	0	0.0	0.0	0.0	a scene almost guarantee to cause acrophobia i love the film
424	707256259205013510	vice always at the house cause big bruh on the run💯 searching for guns n drugs mane this shit aint fun	0	0.0	0.0	0.0	vice always at the house cause big bruh on the run💯 search for gun n drug mane this shit aint fun
425	707972018344431616	brexit the implications for life sciences 	1	0.0	0.0	1.0	brexit the implication for life science
426	708337071069462529	strawberries may help prevent type  diabetes says study 	1	1.0	1.0	1.0	strawberry may help prevent type diabetes say study
427	708397456460005377	so my mother told me about this girl who studies psychology and who would be happy to meet me to talk about psycho	0	0.0	0.0	0.0	so my mother tell me about this girl who study psychology and who would be happy to meet me to talk about psycho
428	709399196781166592	its scary how horses & dogs win support wen beaten by hindus but hindus dont find any support wen beaten slaughtered butchered by dogs	0	0.0	0.0	0.0	it scary how horse & dog win support wen beat by hindu but hindus dont find any support wen beaten slaughter butcher by dog
429	710072387220475904	cga for the non-specialist  from johngladman adamgordon 	1	0.0	1.0	1.0	cga for the non-specialist from johngladman adamgordon
430	710775052191412224	uhgtechjobs bulk sms solution allows business communication over the mobile marketing  	0	0.0	0.0	0.0	uhgtechjobs bulk sm solution allow business communication over the mobile marketing
431	710962814018568193	how is uchicagoime shaping the future of science? find out on april   	1	0.0	0.0	1.0	how be uchicagoime shape the future of science ? find out on april
432	712280970926415872	mechanism of metformin a tale of two sites (free) 	1	0.0	1.0	1.0	mechanism of metformin a tale of two site ( free )
433	712710761240350720	violence is a leading cause of death for americans - yrs old nichd_nih research on youth violence prevention 	1	1.0	1.0	1.0	violence be a lead cause of death for american - yr old nichd_nih research on youth violence prevention
434	713558291666698243	sweep leads to  arrests a foiled plot and a paris-brussels connection najim laachraoui  who blew himsel 	0	0.0	0.0	0.0	sweep lead to arrest a foiled plot and a paris-brussels connection najim laachraoui who blow himsel
435	714752339819757568	in sciencemagazine rare variant found that raises hdl cholesterol and increases risk of coronary heart disease 	1	1.0	1.0	1.0	in sciencemagazine rare variant find that raise hdl cholesterol and increase risk of coronary heart disease
436	715020476368752640	nurse practitioner or physician a -   wi ( get nephrology jobs    	0	0.0	0.0	0.0	nurse practitioner or physician a - wi ( get nephrology job
437	715051441631547392	going vegetarian could save lives and the planet 	1	1.0	1.0	1.0	go vegetarian could save life and the planet
438	715088923232317440	nanotechnology the new weapon in fighting cancer? 	1	1.0	1.0	1.0	nanotechnology the new weapon in fight cancer ?
440	716971121321631744	martinhanratty atyhans thenotimer i listened to a gospel radio station for a couple of hours--the confirmation bias is so obvious ~{	0	0.0	0.0	0.0	martinhanratty atyhans thenotimer i listen to a gospel radio station for a couple of hour -- the confirmation bias be so obvious ~ {
441	717007671639998464	today the city is lighting up the civic centre clock tower blue in support of autism awareness learn more 	0	0.0	0.0	0.0	today the city be light up the civic centre clock tower blue in support of autism awareness learn more
442	718177685701332992	did someone ask for a giant bone-crushing weasel relative? (extinct thankfully!)  plosone 	1	0.0	1.0	1.0	do someone ask for a giant bone-crushing weasel relative ? ( extinct thankfully ! ) plosone
443	718529188525961216	how employment can change the life of someone with a disability 	1	1.0	0.0	0.0	how employment can change the life of someone with a disability
445	724305652646961152	benefits of music - stress relief - boost immunity - reduce heart disease - enhances emotional strength - boost self esteem	1	1.0	0.0	0.0	benefit of music - stress relief - boost immunity - reduce heart disease - enhance emotional strength - boost self esteem
446	724427935734603777	tired of us politics? us too! support a true monster  days to reach our stretch goal!  	0	0.0	0.0	0.0	tire of u politics ? u too ! support a true monster day to reach our stretch goal !
447	724644747306897409	 engineer  -       apply 	0	0.0	0.0	0.0	engineer - apply
448	724947320211648512	volume caps pills male sex enhancement increase semen massive load more libido - bid now! …  	1	1.0	0.0	0.0	volume cap pill male sex enhancement increase semen massive load more libido - bid now ! …
449	724974398617214976	despite their small brains ravens and crows are just as clever as chimps 	1	1.0	1.0	1.0	despite their small brain raven and crow be just as clever a chimp
450	727416775382458368	indian premier league  beleaguered r ashwin finds support in spin legend muttiah muralitharan during tough  	0	0.0	0.0	0.0	indian premier league beleaguer r ashwin find support in spin legend muttiah muralitharan during tough
451	728170139519205376	pls rt support  grandson of a vet! friends certainly did support this  child 	0	0.0	0.0	0.0	pls rt support grandson of a vet ! friends certainly do support this child
452	728178838484725760	bangladesh government enables extremism | the kingston whig-standard 	0	0.0	0.0	0.0	bangladesh government enables extremism | the kingston whig-standard
453	730144810548367362	wardrobe malfunction leads to embarrassing bare all  incident in weekend ufc action 	0	0.0	0.0	0.0	wardrobe malfunction lead to embarrass bare all incident in weekend ufc action
454	730220333148540928	losangeles steps up   a cause homeless shelter  visit an la county animal care center   	0	0.0	0.0	0.0	losangeles step up a cause homeless shelter visit an la county animal care center
455	730415702281170944	highway noise deters communication between birds 	1	1.0	1.0	1.0	highway noise deter communication between bird
456	730683743388766208	women should not be worried men doing the same job are higher paid according to this report | via telegraphnews 	1	1.0	1.0	1.0	woman should not be worry men do the same job be high pay accord to this report | via telegraphnews
457	731551352518787073	antique rooster trade sign  door stop  original paint  embossed work  	0	0.0	0.0	0.0	antique rooster trade sign door stop original paint emboss work
458	731958405498347520	himynameiskiff yeah its awesome no guaranteed wins one player plays bad can affect the rest	0	0.0	0.0	0.0	himynameiskiff yeah it awesome no guaranteed win one player play bad can affect the rest
459	732559294089072641	the only true love at the first sight is the love of deenlove for the cause of allah (god)	0	0.0	0.0	0.0	the only true love at the first sight be the love of deenlove for the cause of allah ( god )
460	732630765050204160	according to one study men feel a decrease in sexual attraction from the scent of tears	1	1.0	0.0	1.0	accord to one study men feel a decrease in sexual attraction from the scent of tear
461	732744560707657729	lemme stop texting ppl back😭😭	0	0.0	0.0	0.0	lem me stop texting ppl back😭😭
462	733637234432188416	soldier_  dove stop torturing animals! plz sign 	0	0.0	0.0	0.0	soldier_ dive stop torturing animal ! plz sign
464	734981475293134848	filmyjoyo mypt we will target what the end product not the root cause theyll penalise some rest will continue	0	0.0	0.0	0.0	filmyjoyo mypt we will target what the end product not the root cause theyll penalise some rest will continue
