Unnamed: 0,tweet_id,text,science_related,scientific_claim,scientific_reference,scientific_context
638,867767699908075520,"Cycling is SAFE, it's the infrastructure & cars that are dangerous. #BicycleEquity Let's control the narrative! https://t.co/qEuuTxitj7",1,1.0,1.0,1.0
642,873937360127275008,@ColinKahl There has been a sharp increase in reported abuse of travellers - particularly non-whites - by CBP & ICE personnel. https://t.co/sVIYIvMNTk,1,1.0,0.0,0.0
646,878021959518363648,"European markets are a better investment than US markets, analyst says https://t.co/APHnvJROtc #Stock #Market https://t.co/ykYySyP5vH",1,1.0,0.0,0.0
655,880400448645156865,The Rise of bilingual #sciencejournalism #ECSJ2017 @jarimakinen @nuriajar @swaforini @fedkukso https://t.co/3P7gdyQUyb,1,0.0,0.0,1.0
662,886673109964685312,Does Stress Worsen Chemical Harms in Pregnancy? https://t.co/Rq4HC2fMXU,1,1.0,1.0,1.0
663,887050236530765825,Keep checking in on latest @ealcs1 articles. Soon roundtable on @G_A_Musila's landmark book!#MyTwitterAnniversary https://t.co/T3MqpEjemP https://t.co/AWzGFaGcOE,1,0.0,0.0,1.0
664,887340687343067136,Study finds increasing patient engagement can lower adverse events in an ICU setting: https://t.co/3InryC0kuv #ptsafety #patientengagement,1,1.0,1.0,1.0
679,897959625504559104,Why the definition of polycystic ovary syndrome harms women https://t.co/ohHp3Llt8y #sciencepolicy,1,1.0,1.0,1.0
682,899206910846664706,@blynntopsfield wow lots of cancer research supports trump - no surprise,1,0.0,0.0,1.0
683,899488800287727617,gratitude is a killer antidepressant,1,1.0,0.0,0.0
695,909531164981022723,This post will show you why it’s a real mistake to count on a cellphone when you go hiking. https://t.co/uGwCWHoipp,1,0.0,1.0,1.0
700,913722549770637312,"Science, Meaning and the Imagination: How can we bring the human being back into our science? https://t.co/8tBo3aLRJK https://t.co/1Xezcj7Cci",1,0.0,0.0,1.0
709,918300443805126656,Combination treatment targeting glucose in advanced brain cancer shows promising results in… https://t.co/hLvMiI9nWb https://t.co/G4Qtt83sJl,1,1.0,1.0,1.0
710,919340097409028096,82% of Americans support a pathway to citizenship! We have to remove the fear & #ProtectDREAMErs now. #AxeFiles,1,1.0,0.0,0.0
715,921978919720325121,Will export control of exploits by Waassenaar signatories prevent catastrophic cyberwar? #ruxpanel,1,1.0,0.0,0.0
717,922800768448475138,Scientists unlock mysteries of how Ebola uses people's immune defenses to cause infection #Scientist #ebola #defense https://t.co/PggtmAR6zN,1,1.0,1.0,1.0
719,923830419270897664,"In developing countries, education is strongly tied to one's parents’ education, more so than in the developed world https://t.co/v7ymac4IFh https://t.co/rISn9v59Eb",1,1.0,1.0,1.0
722,926199455652687874,Scientists Link Pancreatic Cancer Survival to Four Genes https://t.co/AeSy21OlP6,1,1.0,1.0,1.0
725,927672334470844417,how u treat others will reflect on how u feel,1,1.0,0.0,0.0
727,930058717906833408,Inclusion health: addressing the causes of the causes #SDOH @MichaelMarmot https://t.co/5FuQRe35rT,1,0.0,1.0,1.0
729,931215318197907457,"Florence & Herbert Irving have given $700 million to @Columbia & @nyphospital to dramatically advance #cancer research & treatment, building on 3 decades of support for @ColumbiaMed & @columbiacancer https://t.co/Ql7o8H7Q5J",1,0.0,0.0,1.0
730,931419459193065472,Optical Sensors Can Shed Light on Particle Dynamics in the Ocean by Sarah Lou Carolin Giering https://t.co/x4ilGl9NCq #marinebiology #oceanography #opticalsensors #ocean #climatechange,1,1.0,1.0,1.0
731,931946740743327749,#Parkinsons People | The biotech company Acorda Therapeutics Inc. yesterday announced that it was halting new recruitment for the phase III program of its drug Tozadenant (an oral adenosine A2a receptor antagonist). In… https://t.co/dRBbNw8aWA https://t.co/lVxWFjBC3e,1,0.0,1.0,1.0
737,933934389024538624,Editorial Overview: Hollow and Porous Materials for Lithium-Ion Battery Anode by Manab Kundu* in Juniper Online Journal Material Science https://t.co/PVxa5hHyB4,1,0.0,1.0,1.0
738,934472788907212801,Is @ONgov going to pay for the increased #ONhealth care required to care for a 4-fold rise expected in teenage marijuana-intoxication after pot-legalization comes into effect? Colorado’s experience raises alarms that #ONpoli can’t afford to ignore. https://t.co/msm2ODcdG5,1,1.0,0.0,0.0
741,935891140875837440,Delaying hip fracture surgery for 1 day tied to slightly higher mortality risk https://t.co/YrMEfiUZJy @JAMA_current https://t.co/KvM67kV1pu,1,1.0,1.0,1.0
745,938564334418120705,suicide is now the third leading cause of death among African Americans between the ages of 15 to 24,1,1.0,0.0,0.0
746,940311983437570049,".@USAGSessions #Opioids, #Erectile dysfunction, #Hypertension, #Depression, Common denominator? See: Nitrogen Narcosis, https://t.co/m69noncKYd , Erectile dysfunction. https://t.co/emkCW2IAoa , https://t.co/2o1cAllwGN , one-new-drug-multiple-med-uses https://t.co/rlt5VnUXfm https://t.co/i0ODEbpFPj",1,1.0,1.0,1.0
747,940635650746978305,The Arctic is getting warmer twice as fast as the rest of the planet. And that could cause more drought in California https://t.co/32Rwk7k2el https://t.co/vGawmL0vSS,1,1.0,1.0,1.0
748,940684900109307904,"October 19, 2017: ""Stem Cell Studies Build Momentum toward Therapy for Age-Associated Frailty"" | Miller School of Medicine | University of Miami https://t.co/4PlKngvGj4 via @UMiamiMedicine #longevity #antiaging #stemcells",1,1.0,1.0,1.0
749,941861778178363394,"The forbidden words are “vulnerable,” “entitlement,” “diversity,” “transgender,” “fetus,” “evidence-based” and “science-based.” https://t.co/6Olvpyz5JR",1,0.0,0.0,1.0
751,943208079038001153,Smoke-free laws might actually be curbing the number of lung cancer cases! https://t.co/sHYKOfnkLf,1,1.0,1.0,1.0
753,945702498295209984,The history of 'imperfect children': special issue of @SSHMedicine with free article on ADHD around the world by @mpcsmith https://t.co/kjsmhlE2Xj,1,0.0,1.0,1.0
759,951053751187488769,Green Manuring to a Better Soil Physical Condition by Akingbola OO* and Dayo-Olagbende GO* in Agricultural Research & Technology: Open Access Journal (ARTOAJ) https://t.co/rzxxCsZAjq https://t.co/OLNOSLWpFU,1,1.0,1.0,1.0
766,958008792637112321,Ottawa Charter still important to guide>>>https://t.co/zfldC2IghL https://t.co/RxTeqaq4sh,1,0.0,1.0,1.0
767,958293075029385216,Gender Discrimination in Science Is Especially Common https://t.co/o8rITBjcSs A new @pewresearch report shows women face more workplace hurdles in STEM jobs than in non-STEM jobs. Via @500womensci https://t.co/IKjDV9hsNz,1,1.0,1.0,1.0
772,961425512311738368,Perhaps most maddening is that there are actually people who know that ecigarettes are not as harmful as cigarettes who nonetheless consider this a success. https://t.co/MxpzBED1W7,1,1.0,1.0,1.0
775,965199704177938432,This conference on mental health nursing takes place in September in Manchester #MHRN2018 - open for submissions - deadline 27 April https://t.co/juOH84CdEo,1,0.0,0.0,1.0
779,971041555875352576,"From March 5 - 9 @FieldsInstitute's workshop on human-environment systems brings together researchers presenting advances on how to protect biodiversity, control species invasions, create resilient ecosystems, and much more. https://t.co/azsmfF9Zda https://t.co/kTUFZCOng0",1,0.0,0.0,1.0
782,974022288365547520,Using a “Cookie” Mentality to Increase Patient Satisfaction and Collect More Payments #techblogs #startups https://t.co/MKoYE4Rlum,1,1.0,0.0,0.0
784,974366513732894721,"Study: Marijuana Decriminalization Leads To Decreased Arrests, No Increase In Youth Use https://t.co/wzajo7UDKr",1,1.0,1.0,1.0
789,978692611358806016,And the winners of the 2018 Five College DataFest are: https://t.co/mQI0Yg6qIC #asadatafest,1,0.0,0.0,1.0
793,982392279456473088,How to gain twice as much as your opponent in a repeated Prisoner's Dilemma https://t.co/KM1OHHvBhe @chilbe3 https://t.co/aMM3OVcO1D,1,0.0,1.0,1.0
795,983345042721931269,"Just touched down in Japan to visit Fukushima. One of the most surprising things I've learned is about non-radiation related harms, often due to misunderstandings *of* radiation. Social determinants of health are ignored, to everyone's peril. So complex. https://t.co/ehy4uJvkjx https://t.co/fOAojXm1UJ",1,0.0,1.0,1.0
798,984451886647529472,It's not your fitness tracker -- it's you https://t.co/HXZUORH9Yc https://t.co/C2gFbkiGR2,1,0.0,1.0,1.0
801,985580208924307456,"Thank you Drs. @dgarmstrong and @bijan_najafi for your guidance! A true honor. | Health Sensors, Smart Home Devices, and the Internet of Medical Things: An Opportunity for Dramatic Improvement in Care for the Lower Extremity Complications of Diabetes. https://t.co/3bCgUBhIRz https://t.co/EKMBlXdl3b",1,1.0,1.0,1.0
807,994427644048535552,"The essence of his philosophy was to find something that you can do well, and put your heart and soul into it. If not physics, then another passion — bongos, perhaps. #Feynman100 https://t.co/LBCRCkfuHr",1,0.0,1.0,1.0
810,997522201913057281,"""Talking about #suicide increases the chances someone will go for help. Reaching out for help is the main message,"" said our @drthomasungar, while discussing mainstream media portrayals of #mentalhealth issues. WATCH THE VIDEO » https://t.co/zMhJyJ4a35 https://t.co/P0GPxQ6daQ",1,1.0,0.0,0.0
812,998036087229571078,"#Shame is a powerful emotion and may be experienced when recovering from an #eatingdisorder. When shame seems to be winning, counter with #selfcompassion. https://t.co/fzBo6RuF3j https://t.co/iy12blHfD4",1,1.0,0.0,0.0
814,1000441528823762944,"BREAKING: Astronaut Alan Bean, fourth man to walk on moon, dies at 86 https://t.co/LPWIb4BN3U",1,0.0,0.0,1.0
820,1008726559447027713,New study suggests ovarian hormone may make drug withdrawal symptoms worse for women https://t.co/OY2Ilc2BFF,1,1.0,1.0,1.0
821,1008891315898191872,Why female alcoholism is a time bomb https://t.co/QmPtMXrSJS via @BBC_Future,1,1.0,1.0,1.0
822,1009228722472271873,"Yan-Hong Bao, Yi-Zheng Fan, Yi Wang, Ming Zhu : A Combinatorial Method for Computing Characteristic Polynomials of Starlike Hypergraphs https://t.co/39liwIpQoT",1,0.0,1.0,1.0
823,1009906327362199552,"Beyond glycemic control, does #lifestyle modification impact development of cardiovascular disease in patients w/ #diabetes? https://t.co/RehlG5CbQM #JACC https://t.co/Ao4KE3opN3",1,1.0,1.0,1.0
833,1018187231541059586,Good advice for the too many White people who can’t seem to understand that calling the police on Black people can cause death. https://t.co/Dyqy19wN5t,1,1.0,0.0,0.0
838,1021764496392708096,New Study: Climate Change Will Cause Suicides to Spike - The Atlantic https://t.co/88vd9R8Zqm,1,1.0,1.0,1.0
839,1022709462996537344,"Donating blood not only helps others, but reduces the rate of cancer and heart disease in the donor. And can help you lose weight.",1,1.0,0.0,0.0
843,1024640058354163712,"With our current lifestyle, most of us are sleep deprived, which creates problems like mood disorders, weakened immunity, weight gain and diabetes. A review of 16 studies found that sleeping for less than 6 to 8 hours a night increases the risk of early death by as much as 12%. https://t.co/C7IO1zBm1t",1,1.0,1.0,1.0
846,1026889103709630466,"@anshulkundaje @NipsConference Would love to see MLCB as a full conference, with workshops in genomics, immunology, &c.",1,0.0,0.0,1.0
850,1031107340207116288,"Babies cannot speak so parents never know the severity of their illnesses. When a baby shows minor signs of struggling to breathe, it should be treated as an emergency. https://t.co/9leiAbvi34",1,1.0,0.0,0.0
854,1035198354962227203,"How the Brain and Personality Provide Protection Against Emotional Distress https://t.co/VYN9RBD7rV Personality traits can protect an individual's brain against symptoms of emotional distress, namely depression and anxiety. #psychology #personality #neuroscience #science",1,1.0,1.0,1.0
862,1042581032828981249,"@YvanDutil @PolAnimalAus @suckmysav @Dinkeldash @dvibrationz @CrispyCX @CJlegalBeagle @miked194765 @thefutureBigly @FredFoxyGuy @FriendsOScience @peden_c @blaubok @GillesnFio @RushhourP @HansConser @mspence6 @EthonRaptor @RegimeChangeBC @JPolov @NikolovScience @Pork_Kebab @CentralFLBoy @LifeIsThermal @prof_SJGreene @bjjuhl58 @alan_poirier @ned2au @Calimer0c0mplex @NDPnomore @SimonMaxfield8 @The_ClimateGuy @DarrenBurchill @SteveSGoddard @tigerzntl @brandondaly2018 @L_Wallace12 @StuartBirdman2 @WeiZhangAtmos @Jimmyha33 @SnakeBi14457783 @CriticalStress_ @HaddockAdhoc @Dan55645 @JohnPisulaMBA @Billybobtn @TammyJParadis @MdulaOblngotcha @drwaheeduddin @ViscountRedmund Another Nobel Laureate, Dr Kary Mullis, on the BS of AGW. ""Climatology is a joke"" https://t.co/do01dxQIC0",1,1.0,0.0,1.0
867,1045846801876766721,"States herself trauma causes norepinephrine to imprint memories on the hippocampus. Yet, can't remember anything. #ConfirmKavanaughNow https://t.co/pm2XhJOOeb",1,1.0,0.0,0.0
871,1046439010522955776,crows can memorize people’s individual gaits and faces https://t.co/0QixZGARFm https://t.co/wTcsH59VAW,1,1.0,1.0,1.0
873,1046719722694299648,"Chiropractic treatment and vision loss - In rare occurrences, forceful manipulation of the neck is linked to a damaging side effect: vision problems and bleeding inside the eye, finds the first published case report of chiropractic care leading to multip… https://t.co/dKWpmCcGRd https://t.co/pok3nsCnKu",1,1.0,1.0,1.0
879,1050446156298416129,"(The Huffington Post) #Dramatic #Increase In Women Of Color As 2018 Candidates: Report : There was a 75 percent increase in women of color among nominees for Congress since 2012, a study shows. .. https://t.co/gvHI9Elazr https://t.co/31U7W3RO7s",1,1.0,0.0,0.0
880,1050544366115282944,Coffee Drinking Associated With Lower Risk of Stroke ➡ https://t.co/UziyhDa6WE https://t.co/8qHVzTjAHV,1,1.0,0.0,0.0
883,1052016495306391553,I don’t like how much this is being promoted https://t.co/wc0FuvuJfT,1,0.0,1.0,1.0
885,1053658867538821120,"Fasting or fasting-mimicking diets (FMDs) lead to wide alterations in growth factors and in metabolite levels, generating environments that can reduce the capability of cancer cells to adapt and survive and thus improving the effects of cancer therapies. https://t.co/th6jln5Zyb",1,1.0,1.0,1.0
888,1055135863682740224,"Major new funding and a race and oral histories project for UCSD's new Institute of Arts & Humanities, a spooky events guide, tonight's (!) Vi Khi Nao reading at SDSU, and more for my first @voiceofsandiego Culture Report https://t.co/WESXjIUreb",1,0.0,0.0,1.0
894,1057494120443326466,"Firstborn women may be more likely to be overweight or obese than their later-born sisters, according to a study.",1,1.0,0.0,1.0
897,1060902346450853889,Gasdermin D Promotes AIM2 Inflammasome Activation and Is Required for Host Protection against Francisella novicida. https://t.co/nFoDPPKEts https://t.co/m4facjZVOS,1,1.0,1.0,1.0
903,1074020231293456384,Nobody wants you till they think you’re in a relationship. Ain’t that some reverse psychology shit for you 😂,1,1.0,0.0,0.0
907,1078774871386177537,"#OVER #HORIZON #RADAR could help to produce fast growing #contaminated and #mutated #FOOD and get rid of drinking #WATER https://t.co/ihhYTsKcVA USAID AGRO HORIZON PROJECT, f.e. or some experiments of NASA https://t.co/ztgZwQ0wBD",1,1.0,1.0,1.0
911,1084098262267621377,"Evolution doesn't apply to individuals, but to species. There's a benefit to having a certain percentage of the population remain outside of the breeding pool to devote their energies to supporting the clan by other means, such as myself, a well-to-do but dotty aunt. #atheism https://t.co/gxI0VYB5s9",1,1.0,0.0,0.0
918,1090405470936936448,This is a GREAT article about the process of archival research https://t.co/EFNiq32uEN,1,0.0,1.0,1.0
919,1090675424626040832,@DrPeterNieman Have you read about the cardiac MRI studies on marathon runners? Any concerns? I am thinking possible thinner bones better than progressive myocardial scar tissue deposits. Both concerns support the case for varied exercise and cross training?,1,1.0,0.0,1.0
921,1091820005589684224,Study: Deactivating your Facebook account is good for your mental health https://t.co/RFFThtbaju,1,1.0,1.0,1.0
925,1095741834138185729,Place stigma is a really important determinant and sustainer of health and wellbeing inequalities. I emphasised this recently in evidence to House of a Lords select committee on regenerating seaside towns @PlaceWellbeing @prosocialplace https://t.co/u8g90FIfDd via @ConversationUK,1,1.0,1.0,1.0
934,1100726830896685056,Modelling Demand-side Energy Policies for Climate Change Mitigation in the UK https://t.co/kobGrDvxeH,1,0.0,1.0,1.0
940,1103439929030397952,Please Watch & share this powerful TEDx talk by Apollo Sevant that talks about how social & emotional learning & anti bullying workshops can lead to a reduction in school bullying & violence Video Here: https://t.co/6ckcpJGaUM,1,1.0,0.0,0.0
941,1105136902481592321,RTs are a helluva drug,1,1.0,0.0,0.0
948,1110781653889089536,"Tourists watch as 18 green turtles are released into the wild on Indonesia's Bali island. The turtles - listed as endangered - were rescued from wildlife smugglers. An estimated 50,000 turtles are killed in Southeast Asia (particularly in Bali) a year, WWF reports https://t.co/RuEdd6CDb4",1,1.0,1.0,1.0
949,1111096294435520512,"Corruption of Science Contributes to Collapse of Modern Civilization - Publication Prejudice, Fraud, Deceptive Favoritism. Decade + Scientific prejudice, bias, outright deceit endemic to peer-reviewed scientific literature, especially medical, psychiatry https://t.co/QOQZjgmgVt",1,1.0,1.0,1.0
951,1112196692051320833,"RT @thakurfdn: @thakurfdn announces investigative grants for reporting in #publichealth INR 500,000 for six month reporting assignment; freedom to publish in media-house of your choice. Apply on-line starting April 20, 2019 at https://t.co/4ZBUnqrtaJ https://t.co/8ZLlaqJhM6",1,0.0,0.0,1.0
954,1113481529005608960,@DrOlufunmilayo Smoking cannabis helps with controlling the nausea that comes with chemotherapy drugs.,1,1.0,0.0,0.0
956,1115564965652574208,BioTechnology – Efficient Stem Cells Can Grow in Animals https://t.co/W5yE3owX8R https://t.co/K24KwiCfXF,1,1.0,0.0,1.0
957,1117953601173893121,"https://t.co/Slo87kWk9Z People who use marijuana need more anesthesia during medical procedures like endoscopies or colonoscopies. A new study found that they needed 14 percent more fentanyl, 19.6 percent more midazolam, and 220.5 percent more propofol. #sciencenews https://t.co/cKZUq4glyq",1,1.0,1.0,1.0
958,1118968215512727552,.@biorxivpreprint : Primary infection with dengue or #Zika virus does not affect the severity of heterologous secondary infection in macaques. https://t.co/XxWOinyCSd https://t.co/s41FqyHpNp,1,1.0,1.0,1.0
967,1123623968462856192,@katythakkar1 @NeilWoodward20 PALM by @AndersonWinkler —> https://t.co/fSN9cntWvB. We used it successfully for this purpose via non-parametric route. Highly recommended piece of remarkably powerful statistical inference software.,1,0.0,0.0,1.0
971,1127710139123949569,"Join us for the Franklin First UMC BioBlitz on Saturday, May 18 at the Franklin First UMC Main Campus. Here scientists, families, students, teachers, and the community work together to get a snapshot of the ""wild"" spaces of our 107-acre campus. Register: https://t.co/wM5M139iqG https://t.co/1A3Eh6gVHO",1,0.0,0.0,1.0
972,1128477362457329665,A newly discovered species of scansoriopterygid dinosaur with bat-like wings is described in Nature. This specimen provides further evidence that dinosaurs closely related to birds experimented with different wing structures near the origins of flight. https://t.co/hQTV6amDuF https://t.co/MtWeqofNEb,1,1.0,1.0,1.0
981,1139163111775232001,"“Stronger relationships lead to stronger communities. Stronger communities are what makes America, America.” Read the full story SuccessBeyond the Front Lines from @southmagazine: https://t.co/wZvIVZzyTg | #GORUCK https://t.co/1ZZHIXCeU4",1,1.0,0.0,0.0
982,1140197127387254784,"@berniewestacott Play in early years is so important. The almost complete disappearance of unregulated, unmonitored, unsupervised free play in childhood is one of the key drivers of the increase in mental health issues. Schools can help: more unsupervised play, longer breaks, longer lunch, etc",1,1.0,0.0,0.0
983,1140306029160423424,"QUOTE “I observed this 2,500-year-old shaman, and he had mortar that had been caked in cannabis with him. That was a remarkable find.” END QUOTE https://t.co/ZKkwI6KW0F",1,0.0,1.0,1.0
986,1141480794118152192,"Kefir Health Benefits: Kefir Milk Grains last indefinitely. Kefir evidence suggests probiotics can alleviate many digestive problems, incl. irritable bowel syndrome & ulcers from H. pylori infection BUY HERE https://t.co/UXq872e3Oq https://t.co/Omddg6LmLE",1,1.0,0.0,0.0
990,1145012175418867714,UN and EU propaganda by socialist media compares 2019 data of built surfaces with 2003 data of tampered temperature database. Fact: France has a record 50°C heat wave in 1930 and similar and higher temperature in Spain etc. https://t.co/jtGv6gqhq3,1,1.0,0.0,0.0
993,1146246937034842114,"When it comes to immigration, this is often left out of the conversation: The United States’s weak gun laws not only put American lives at risk but drive illegal gun trafficking and violence in Latin America. https://t.co/TIZrZLvWlu",1,1.0,0.0,0.0
996,1148953093494779904,"A @renditionprjct report released today presents, for the first time, a comprehensive overview of the CIA’s black site network, drawing on new data derived from an unprecedented analysis of the Senate Committee's 2014 study of CIA detention. https://t.co/hUBy640ZuF",1,0.0,1.0,1.0
997,1149293343802720257,I could also add to the pile of evidence thr neurological studies on how poverty affects the brain as shiwn below. This unprecedented study shows how much of an impact the environment can make. https://t.co/is8bzNWQ3P,1,1.0,1.0,1.0
998,1149595223250485248,Posted blog with @schweitzer_va on @JAMAInternalMed study on a bundle to improve outcome in patients with community-acquired pneumonia. https://t.co/NSFsadd35G,1,0.0,1.0,1.0
1001,1150742079850442754,Race/Ethnicity and Neighborhood Characteristics Are Associated With Bystander Cardiopulmonary Resuscitation in Pediatric... https://t.co/TkSNb66VOi,1,1.0,1.0,1.0
1009,1157265068662362112,"@Hodson_Group @TheMooreLab This is true (I’m barely allowed bathroom breaks), the abstract from @NutritionSoc summer conf 2018 is available for anyone wanting a sneak peek though https://t.co/2FxIfWpGZ8",1,0.0,1.0,1.0
1011,1157736133838737410,"@colinelves @d445467j @Dmzmhm20181 @pmdfoster @LDHMarketing @BorisJohnson @Nigel_Farage @brexitparty_uk @SamCoatesSky @EU_Commission The war was caused by indoctrination. Territorial indoctrination by Argentina almost led to war with Chile in 1978, and led to the Falklands War in 1982. Falklands - Argentina's Imaginary Territory (1 pg):- https://t.co/Vz1RYrCvHH",1,1.0,1.0,1.0
1012,1158025685379756033,.@LawrenceGostin wrote this 3 years ago in @JAMA_current Sadly even more relevant today 4 reforms to address mass shootings: 1. Dedicate federal funding for research 2. Universal background checks 3. Ban assault weapons 4. Regulate firearm safety https://t.co/EH7bPN6SQ2,1,0.0,1.0,1.0
1014,1159165376472604672,Sensory neurogenesis depends on vascular-neuronal cytoneme contacts and blood flow. https://t.co/vwlwrT51Fc #Morpholino,1,1.0,1.0,1.0
1018,1164604914921873410,"@cambecc @fhuysmans @steltenpower The visualization is tremendous! But I wouldn't compare one day to another. The long-term trends are a bit more nuanced, and the data doesn't necessarily reflect what is being reported by a lot of media https://t.co/NHM8njSUCV",1,1.0,1.0,1.0
1030,1174979557473972224,Millions of children are expected to take part in a global #climatestrike today. How important is individual action in the face of climate change? https://t.co/42iVnnopG2,1,1.0,1.0,1.0
1032,1177375154562879488,"Do you load up on ""sports drinks"" to stay hydrated? Might want to reconsider after reading this study, which found that Coca Cola was actually more hydrating than Powerade. The most effective hydration options were oral rehydration solution and milk. https://t.co/ZSI6T3BoF6 https://t.co/lIIMWOVVuN",1,1.0,1.0,1.0
1033,1178718161438298112,@Tehelka Couldn’t agree more! Kudos to @narendramodi for speaking his #MannkiBaat about this. #VapeFreeFuture https://t.co/ovhCLTDufG,1,0.0,1.0,1.0
1034,1178797670305058817,.@Frontier_Usyd is hosting a Frontotemporal Dementia (FTD) Information & Support Day for Families and Carers. Hear from our academics about all the latest research and support services #USydBMC https://t.co/TFZ8lSp4pV,1,0.0,0.0,1.0
1037,1181594606754045952,"This #MentalHealthAwarenessWeek, Prof John Sheehan our Consultant in Perinatal psychiatry will be speaking about 'Managing depression & bipolar disorder in pregnancy & postpartum period' at the @aware conference this Sat. For clinicians & public alike. https://t.co/xOTCCftRBW https://t.co/CpHvZrpB7m",1,0.0,0.0,1.0
1039,1181963926134759426,Scientists identify molecule that could have helped cells survive—and thrive—on early Earth https://t.co/syWzb76wPx via @physorg_com,1,1.0,1.0,1.0
1042,1182650818345881600,My very first statnews byline Men with breast #cancer have a 19 higher mortality rate than women with the condition. Advocacy groups push for awareness and education to help combat it. httpsbuff.ly2B5PvE8Â: My very first statnews byline Men with breast… https://t.co/uJRXR1dQog,1,1.0,0.0,0.0
1046,1187632944011272197,"This impressive new surf lake near Bristol can generate up to 1,000 waves an hour and is 100% powered by renewables.. https://t.co/GA0FQrlDsT",1,1.0,0.0,0.0
1047,1188661895948992512,Repeat after me: - Maps & No-Maps DO NOT belong in the LGBT+ - That is only comfirming established bias from anti-lgbt+ groups thus hurting our growth - Pedophilia is a form of mental disorder and IS TREATABLE. - Pedos are not oppressed. - We have the right to protect ourselves,1,1.0,0.0,0.0
1060,1199320698877071360,"""Our study found that Indigenous children whose parents promoted a strong sense of cultural identity in early childhood experienced better health and socio-emotional outcomes later in life."" https://t.co/A52Z4CqtwU",1,1.0,1.0,1.0
1062,1200818820748861440,From Discover on Google https://t.co/Q1a2EbW5qf,1,0.0,1.0,1.0
1063,1201309508342964225,#ASH19 Paper No: 2723 Sun 1/7/19 6-8 PM #BPDCN Commonly Presents in the Setting of Prior or Concomitant Hematologic Malignancies: Patient Characteristics and Outcomes in the Rapidly Evolving Modern Targeted Therapy Era @JoeKhouryMD @doctorpemm @DrPhyuPAung2 @NitinJainMD,1,1.0,1.0,1.0
1068,1202275535847452673,How do we have a Poverty Crisis with low unemployment? This is how: https://t.co/4VmctiWL9o,1,1.0,1.0,1.0
1076,1207922461804773376,How New Orleans Reduced Its Homeless Population By 90 Percent https://t.co/N1IGCaCdbw,1,1.0,0.0,0.0
1080,1214940072681857026,"Armed conflict disproportionately affects children, touching every aspect of their health from physical to psychological. https://t.co/M2k2COh2SZ via @MDedgeTweets",1,1.0,1.0,1.0
1085,1218137579767332865,Discuss. https://t.co/dCbMs4MjB6,1,0.0,1.0,1.0
1089,1220953312867934209,Scientists capture molecular maps of animal tissue with unprecedented detail - https://t.co/5Piti5xYZR - +GENERAL PHYSICS LABORATORY (GPL) Scientists capture molecular maps of animal tissue with unprecedented detail https://t.co/5Piti5xYZR https://t.co/FeqMWdlABN,1,1.0,1.0,1.0
1094,1223777572619800582,Meditation – how it can benefit both your mental and physical health. Learn more about this essential health and wellness practice https://t.co/crwnW2k2LF https://t.co/FrKffUrFij,1,1.0,1.0,1.0
1095,1223881256343166976,On #WorldWetlandsDay we remind nations considering their Nationally Determined Contributions -NDCs- to fulfil their #ClimateAction plans & achieve targets under #ParisAgreement. that Wetlands are important carbon stores that function best when intact #WetlandBiodiversityMatters https://t.co/OfzahVQ81E,1,1.0,0.0,0.0
1096,1229305489168781312,Weather damage affects rail traffic in several federal states https://t.co/fcn3t02zXe,1,1.0,0.0,0.0
1100,1235546282799886336,Congratulations to @iliciub1 for receiving the Puskas Memorial Fellowship https://t.co/oqFTMuyFHq Ilinca studies malaria transmission dynamics with a focus on within-vector parasite interactions #WomenInSTEM @womeninmalaria @PurdueBiolSci @PurdueEEB,1,0.0,0.0,1.0
1102,1235690411026345984,"@ComfortablySmug @EricTrump While Trump didn't explicitly say that sick Americans should go to work, he did state that those with mild coronavirus cases can still recover while going about their daily lives — an assertion that contradicts public health officials' recommendations on how to manage the illness",1,1.0,0.0,0.0
1104,1235763801473024004,"Freeman J. Dyson, a mathematical prodigy who left his mark on subatomic physics before gaining public renown as a writer and technological visionary, has died https://t.co/IDtWxjBUsk",1,0.0,0.0,1.0
1105,1236391151977955328,@GreatTammie @RudeRicky @latimes Got houseless? Want to have #PublicHealth for the survival of the human species? HOUSING and HEALTHCARE! #CORONAVIRUS “Oregon’s homeless at risk for coronavirus. The crowded conditions in which the homeless live make them more susceptible to the virus.” https://t.co/KwchIaTGck,1,1.0,0.0,0.0
1111,1240241957881987072,"""Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence."" - Helen Keller #AsiManshiDebut",1,1.0,0.0,0.0
1113,1240275043810148352,"Terrific research by Yannick Oswald, @JKSteinberger, and colleagues. Once a person begins to pay attention to the climate impact of emissions by the comparatively rich, the importance of flying reduction jumps several steps upwards in a sensible climate action priority ranking.",1,1.0,1.0,1.0
1116,1240709465524953088,"Though it is often said the 1918 'Spanish Flu' began in Kansas, USA, there is evidence that the deadly pandemic that killed 50 million people originated with Chinese labourers shipped to North America. Yet the Spaniards don't complain! #ChineseVirus https://t.co/mc2R7iTqXb",1,1.0,1.0,1.0
1117,1240717437601042433,"We know that #coronavirus is a cause for concern and stress for many. Whether you're #WorkingFromHome, #SocialDistancing or #SelfIsolating, it's important to look after our wellbeing. Find out how you can support your mental health: https://t.co/f0D8tTQvpx https://t.co/JgfT7Lcs9T",1,1.0,0.0,0.0
