Unnamed: 0	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context	text_lemmatized
406	694126869772423168	capitalofficial harry styles kendalljenner maybe cause romance begin old friends hanging	0	0.0	0.0	0.0	capital official harry style gentleman maybe because romance begin old friend hang
407	694637176206856192	small tribe w big voice vows stop chinese oil drilling amazon #keepitintheground	0	0.0	0.0	0.0	small tribe w big voice vow stop chinese oil drilling amazon # keepitintheground
409	695026082408300547	roscoe retweet support world vision education children emiforlove #globalgoodemiwin	0	0.0	0.0	0.0	roscoe retweet support world vision education child evolve # globalgoodemiwin
410	697437874304581633	interesting work done boston identify ways cancers develop #beatcancer #melanoma	1	0.0	1.0	1.0	interesting work do Boston identify way cancer develop # beat cancer # melanoma
411	698167540619616256	excellent! also recommend dishonest goldsmiths g #selgin	0	0.0	0.0	0.0	excellent ! also recommend dishonest goldsmith g # slogan
412	698631183782060032	mesut özil rejected new contract #arsenal ready quit barcelona claim reports spain	0	0.0	0.0	0.0	must oil reject new contract # arsenal ready quit Barcelona claim report Spain
413	699373237302505472	nfl's salary cap expected increase least million	0	0.0	0.0	0.0	NFL be salary cap expect increase least million
414	699396541967134721	good pass often leads good shot extra pass often leads great shot #selfless #assist	1	1.0	0.0	0.0	good pass often lead good shot extra pass often lead great shot # selfless # assist
415	702413786871951360	last day lunar vibes affect today come join journey moon back!	0	0.0	0.0	0.0	last day lunar vibe affect today come join journey moon back !
416	704232939643662337	got extra day! what'll yours? read susheila nasta's intro latest issue	1	0.0	1.0	1.0	get extra day ! that will yours ? read Sheila NASA be intro late issue
417	704433912022331392	putting survivors lives health risk says report return abuser	1	0.0	1.0	1.0	put survivor live health risk say report return abuser
418	704633718703521792	final years pgs look careers support throughout summer! kingstonfass	0	0.0	0.0	0.0	final year peg look career support throughout summer ! Kingston be
419	704636168210673665	proper preparation prevents poor performance	1	1.0	0.0	0.0	proper preparation prevent poor performance
420	705329755093135360	magnetic resonance imaging findings giant cell arteritis #oftalmologia	1	0.0	1.0	1.0	magnetic resonance imaging finding giant cell arthritis # ophthalmology
421	705777559959703552	oppositelock brief analysis change pickup prices last years	0	0.0	0.0	0.0	opposite lock brief analysis change pickup price last year
423	706975100856373248	scene almost guaranteed cause acrophobia love film #cliffhanger	0	0.0	0.0	0.0	scene almost guarantee because acrophobia love film # cliffhanger
424	707256259205013510	vice always house cause big bruh run hundred points searching guns n drugs mane shit ain't fun	0	0.0	0.0	0.0	vice always house because big brush run hundred point search gun n drug mane shit be not fun
425	707972018344431616	brexit implications life sciences	1	0.0	0.0	1.0	brexit implication life science
426	708337071069462529	strawberries may help prevent type diabetes says study	1	1.0	1.0	1.0	strawberry may help prevent type diabetes say study
427	708397456460005377	mother told girl studies psychology would happy meet talk psycho	0	0.0	0.0	0.0	mother tell girl study psychology would happy meet talk psycho
428	709399196781166592	scary horses dogs win support wen beaten hindus hindus find support wen beaten slaughtered butchered dogs	0	0.0	0.0	0.0	scary horse dog win support wen beat Hindus Hindus find support wen beat slaughter butcher dog
429	710072387220475904	cga non specialist johngladman adamgordon #rcpecoe	1	0.0	1.0	1.0	VGA non specialist Goldman Armageddon # rococo
430	710775052191412224	uhgtechjobs bulk sms solution allows business communication mobile marketing	0	0.0	0.0	0.0	artichoke bulk sims solution allow business communication mobile marketing
431	710962814018568193	uchicagoime shaping future science? find april	1	0.0	0.0	1.0	Chicago shape future science ? find April
432	712280970926415872	mechanism metformin tale two sites free	1	0.0	1.0	1.0	mechanism metformin tale two site free
433	712710761240350720	violence leading cause death americans yrs old nichd nih research youth violence prevention	1	1.0	1.0	1.0	violence lead because death Americans yrs old niche NIH research youth violence prevention
434	713558291666698243	sweep leads arrests foiled plot paris brussels connection najim laachraoui blew himsel	0	0.0	0.0	0.0	sweep lead arrest foil plot Paris Brussels connection Nahum lecherous blow himself
435	714752339819757568	sciencemagazine rare variant found raises hdl cholesterol increases risk coronary heart disease	1	1.0	1.0	1.0	science magazine rare variant find raise HDD cholesterol increase risk coronary heart disease
436	715020476368752640	nurse practitioner physician #newauburn wi get nephrology jobs #nephrology #jobs #job #getalljobs	0	0.0	0.0	0.0	nurse practitioner physician # new auburn WI get neurology job # neurology # job # job # tallboy
437	715051441631547392	going vegetarian 'could save lives planet'	1	1.0	1.0	1.0	go vegetarian ' could save life planet '
438	715088923232317440	nanotechnology new weapon fighting cancer?	1	1.0	1.0	1.0	nanotechnology new weapon fight cancer ?
440	716971121321631744	martinhanratty atyhans thenotimer listened gospel radio station couple hours confirmation bias obvious	0	0.0	0.0	0.0	manhunt Utahans centime listen gospel radio station couple hour confirmation bias obvious
441	717007671639998464	today city lighting civic centre clock tower blue support autism awareness learn	0	0.0	0.0	0.0	today city light civic center clock tower blue support autism awareness learn
442	718177685701332992	someone ask giant bone crushing weasel relative? extinct thankfully! plosone	1	0.0	1.0	1.0	someone ask giant bone crush weasel relative ? extinct thankfully ! plosive
443	718529188525961216	employment change life someone disability	1	1.0	0.0	0.0	employment change life someone disability
445	724305652646961152	benefits music stress relief boost immunity reduce heart disease enhances emotional strength boost self esteem	1	1.0	0.0	0.0	benefit music stress relief boost immunity reduce heart disease enhance emotional strength boost self esteem
446	724427935734603777	tired us politics? us too! support true monster days reach stretch goal!	0	0.0	0.0	0.0	tired us politic ? we too ! support true monster day reach stretch goal !
447	724644747306897409	#devops engineer #informationtechnology #mclean #rnjobs #txjobs #hiring #jobopening #rtjobs apply	0	0.0	0.0	0.0	# drop engineer # information technology # mclean # rank # taxicab # hire # job opening # rt job apply
448	724947320211648512	volume caps pills male sex enhancement increase semen massive load libido bid now!	1	1.0	0.0	0.0	volume cap pill male sex enhancement increase semen massive load libido bid now !
449	724974398617214976	despite small brains ravens crows clever chimps	1	1.0	1.0	1.0	despite small brain raven crow clever chimp
450	727416775382458368	indian premier league beleaguered r ashwin finds support spin legend muttiah muralitharan tough	0	0.0	0.0	0.0	indian premier league beleaguer r ash win find support spin legend Murcia Malthusian tough
451	728170139519205376	pls rt support #justice cephus grandson vet! friends certainly support #specialneeds child	0	0.0	0.0	0.0	pal rt support # justice Cepheus grandson vet ! friend certainly support # special need child
452	728178838484725760	bangladesh government enables extremism kingston whig standard	0	0.0	0.0	0.0	bangladesh government enable extremism Kingston Whig standard
453	730144810548367362	wardrobe malfunction leads embarrassing bare incident weekend ufc action	0	0.0	0.0	0.0	wardrobe malfunction lead embarrass bare incident weekend AFC action
454	730220333148540928	losangeles steps #adopt cause homeless shelter #pets visit la county animal care center #dogs #cats	0	0.0	0.0	0.0	lozenge step # adopt because homeless shelter # pet visit la county animal care center # dog # cat
455	730415702281170944	highway noise deters communication birds	1	1.0	1.0	1.0	highway noise deter communication bird
456	730683743388766208	women worried men job higher paid according report via telegraphnews	1	1.0	1.0	1.0	woman worry man job higher pay accord report via telegraph news
457	731551352518787073	antique rooster trade sign door stop original paint embossed work	0	0.0	0.0	0.0	antique rooster trade sign door stop original paint emboss work
458	731958405498347520	himynameiskiff yeah awesome guaranteed wins one player plays bad affect rest	0	0.0	0.0	0.0	homonyms yeah awesome guarantee win one player play bad affect rest
459	732559294089072641	true love first sight love deen love cause allah god	0	0.0	0.0	0.0	true love first sight love Deena love because Allah god
460	732630765050204160	according one study men feel decrease sexual attraction scent tears	1	1.0	0.0	1.0	accord one study man feel decrease sexual attraction scent tear
461	732744560707657729	lemme stop texting ppl back loudly crying face loudly crying face	0	0.0	0.0	0.0	let I stop texte Pol back loudly cry face loudly cry face
462	733637234432188416	soldier dove stop torturing animals! plz sign	0	0.0	0.0	0.0	soldier dove stop torture animal ! pl sign
464	734981475293134848	filmyjoyo pt target end product root cause penalise rest continue	0	0.0	0.0	0.0	filmy pt target end product root because penalize rest continue
465	736750226510389248	strange familiar forgotten fascinating read consciousness memory sense self arises	1	0.0	1.0	1.0	strange familiar forget fascinating read consciousness memory sense self arise
466	736897915700936704	buhari one year apc legal adviser says party must stop 'undemocratic practices'	0	0.0	0.0	0.0	Bukhara one year APC legal adviser say party must stop ' undemocratic practice '
467	737669495406231552	ponies choking frothing beaten overworked overloaded awareness needs raised stop suffering	0	0.0	0.0	0.0	pony choke froth beat overwork overload awareness need raise stop suffer
468	738494964062146560	might want reevaluate expensive private school education apparently bit light english research	0	0.0	0.0	0.0	might want reevaluate expensive private school education apparently bite light english research
469	738588968401305600	husband die soon caring left wreck	0	0.0	0.0	0.0	husband die soon care leave wreck
470	738831703758753792	glotimetv #competition would treat woman dancing light skin tone	0	0.0	0.0	0.0	leitmotiv # competition would treat woman dance light skin tone
472	739700826453741568	#renewableenergy surges record levels around world	1	1.0	1.0	1.0	# renewable energy surge record level around world
473	741038054446600192	point understand plant temperaments vulnerable also strong become #precision #agtech	0	0.0	0.0	0.0	point understand plant temperament vulnerable also strong become # precision # attach
474	741149681686880256	rotiboy bakeryshop one belpark lower ground #rotiboy #bakery #bakeshop #promo #onebelpark	0	0.0	0.0	0.0	toyboy bakery shop one ballpark low ground # toyboy # bakery # bakeshop # promo # ballpark
475	742004388256976898	use code noguns #tea sale goes prevent gun violence promote #guncontrolnow!	0	0.0	0.0	0.0	use code noun # tea sale go prevent gun violence promote # uncontrolle !
476	742368248600002560	war science win greg laden's blog thinker writer ind #science #ntld	1	0.0	0.0	1.0	war science win Greg Alden be blog thinker writer ind # science # nettle
477	742740803462660096	#junior devops engineer #jobs #jobsearch #new york #ny new york interested joining late sta	0	0.0	0.0	0.0	# junior drop engineer # job # job search # new York # NY new York interested join late Sta
478	742969669309595648	halo wars mouse support xbox one	0	0.0	0.0	0.0	halo war mouse support box one
479	742975214720552961	topical application antiretroviral drug combination prevents transmission hiv	1	1.0	1.0	1.0	topical application entrepreneurial drug combination prevent transmission HIV
480	744204317175996416	check mark tweetsheet right arrow petitions part check mark support fight dog cat slaughter #southkorea	0	0.0	0.0	0.0	check mark tweet sheet right arrow petition part check mark support fight dog cat slaught # scourer
481	745593603934785536	every sale supports artists please read 'just card' campaign matters much everyone craftyfoxmarket	0	0.0	0.0	0.0	every sale support artist please read ' just card ' campaign matter much everyone craftyfoxmarket
482	745717782042443776	somalia army reports killing al shabab militants	0	0.0	0.0	0.0	Somalia army report kill AL shabby militant
483	746095998754136064	one state becoming leader managing revenue volatility	1	0.0	1.0	1.0	one state become leader manage revenue volatility
484	747220048134053888	rouge bat second reason furries thing next lola bunny animal version morrigan aensland	0	0.0	0.0	0.0	rouge bat second reason furrier thing next Lola bunny animal version Morgan England
485	747277094246195201	#mets unlikely trade shortstop prospect amed rosario year deadline reports marc carig newsday	0	0.0	0.0	0.0	# meat unlikely trade shortstop prospect Ahmed Rosario year deadline report Marc Craig news day
486	747635543656259585	edmonton city councillors support basement suites duplex infill homes	0	0.0	0.0	0.0	Edmonton city councilor support basement suite duplex infill home
487	749586697478819840	islam isis muslim obamas brotherhood treat woman hillaryclinton took countries	0	0.0	0.0	0.0	Islam ISIS Muslim Obama be brotherhood treat woman hydrogenate take country
488	750166814521323520	russbengtson need oral history lakers let get away	0	0.0	0.0	0.0	russbengtson need oral history lake let get away
489	752561148617162752	asymmetrical matter #science	0	0.0	0.0	0.0	asymmetrical matter # science
490	752633397554581504	bizarre #may becomes pm say #tory mps members #corbyn 'un electable' pm despite widespread support members	0	0.0	0.0	0.0	bizarre # may become pm say # Tory MIPS member # carbon ' UN electable ' pm despite widespread support member
491	754105913858985984	ran propane halfway grilling horror story	0	0.0	0.0	0.0	run propane halfway grill horror story
492	755106794465361920	concrete ark house 'floats' facilitate natural rainwater runoff #greenclean	0	0.0	0.0	0.0	concrete ark house ' float ' facilitate natural rainwater runoff # green clean
493	755347804311072768	q connection shellfish allergies iodine? wilderness medical associates international	1	1.0	0.0	0.0	q connection shellfish allergy iodine ? wilderness medical associates international
494	755407398551097345	montgomery commander allied ground forces day would probably like know nato supports ukraine's nazis	0	0.0	0.0	0.0	Montgomery commander ally ground force day would probably like know NATO support Ukraine be nazi
495	755462710511435778	art hand never execute anything higher heart inspire ralph waldo emerson	0	0.0	0.0	0.0	art hand never execute anything high heart inspire Ralph waldo Emerson
496	755910384423436289	#promocave book news update amy schumer stop naperville book tour #books	0	0.0	0.0	0.0	# promo cave book news update Amy schemer stop Nashville book tour # book
497	757492444846026753	chaotic tour ends cancellation cap nightmare tour united markogden reports	0	0.0	0.0	0.0	chaotic tour end cancellation cap nightmare tour united markdown report
498	759596994008641536	adverse #effects #of #marijuana #cannabis #seeds #sale #how #to #grow #cannabis #indoors	1	1.0	0.0	0.0	adverse # effect # of # marijuana # cannabis # seed # sale # how # to # grow # cannabis # indoor
499	763136159472087040	incredible brain simone biles	1	0.0	1.0	1.0	incredible brain simone bile be
500	764815992199475200	sars china helped ramp us medical intelligence program	1	1.0	0.0	1.0	SARS china help ramp we medical intelligence program
501	764934703048691712	tennis support theory though murray carries nation here!	0	0.0	0.0	0.0	tennis support theory though Murray carry nation here !
502	764986742118113281	reading facebook comments minutes scientifically proven drop iq	1	1.0	0.0	0.0	read Facebook comment minute scientifically prove drop iq
503	769465842278866944	change essential growth leadership holy spirit become?	1	1.0	0.0	0.0	change essential growth leadership holy spirit become ?
504	769950776055717889	arianne phosphate reports corporate financial results second quarter #investorsbuz rt	0	0.0	0.0	0.0	Marianne phosphate report corporate financial result second quarter # investor rt
505	770908918667157504	hilarious except article based scary	0	0.0	0.0	0.0	hilarious except article base scary
506	771040787572387841	technology stop snoring forever!	1	1.0	0.0	0.0	technology stop snore forever !
507	771078414702895108	people would stop interfering people's business winking face tongue winking face tongue winking face tongue winking face tongue winking face tongue winking face tongue winking face tongue winking face tongue	0	0.0	0.0	0.0	people would stop interfere people be business wink face tongue winking face tongue winking face tongue winking face tongue winking face tongue winking face tongue winking face tongue winking face tongue
508	771516752169619456	submit google classroom save drive hw edmodo notes google classroom go google docs	0	0.0	0.0	0.0	submit google classroom save drive Haw Edmond note google classroom go google docs
510	773715010128257024	suggestion nobody order cake anyone reason next years learn celebrate pie	0	0.0	0.0	0.0	suggestion nobody order cake anyone reason next year learn celebrate pie
511	773851222902206465	danish data fantastic australian collaborators look traumatic versus non traumatic neck pain	1	0.0	1.0	1.0	danish datum fantastic australian collaborator look traumatic versus non traumatic neck pain
512	774892588214083584	roller coaster stops bethany's cancer journey #relationships #enovaaw #kindleunl	0	0.0	0.0	0.0	roller coaster stop Bethany be cancer journey # relationship # novae # kindling
513	774940559324700672	ps firmware update bring hdr support ps	0	0.0	0.0	0.0	PS firmware update bring Dr support PS
515	776169926461710336	clarkemicah peterboroughjoe smoking adolescence multiple decades seems problem	0	0.0	0.0	0.0	leukemic prorogue smoking adolescence multiple decade seem problem
517	777363682497966080	hence proved reviews can't stop good movie #irumugan #inkokkadu #chiyaan	0	0.0	0.0	0.0	hence prove review can not stop good movie # iroquoian # uncooked # Chicana
518	777950279291506688	lncestprincess lilsummer denial higher blood sugar please jan get help	0	0.0	0.0	0.0	lncestprincess lissome denial high blood sugar please Jan get help
519	780128007243431936	sdo get score stop two	0	0.0	0.0	0.0	sod get score stop two
520	780579563315224576	nbc what's matter people? like damn already lester needs get debate stop wallflower	0	0.0	0.0	0.0	NBC what be matter people ? like damn already Lester needs get debate stop wallflower
521	780736441378828288	breaking news snake stops bullet train	0	0.0	0.0	0.0	break news snake stop bullet train
522	781240324068823041	#umpquacares campaign promotes acts kindness year shooting katu #kindness	0	0.0	0.0	0.0	# umpire campaign promote act kindness year shoot Katy # kindness
523	783019110418481152	today women spending enough time money fretting pointlessly random body parts? brow health	0	0.0	0.0	0.0	today woman spend enough time money fret pointlessly random body part ? brow health
524	783315619806576640	#breaking gas leak leads explosion northern new jersey	0	0.0	0.0	0.0	# break gas leak lead explosion northern new jersey
525	783365191459147776	amazon ecs supports automated task image cleanup!	0	0.0	0.0	0.0	amazon ecus support automate task image cleanup !
527	783684869314400256	cooling therapy might help cardiac arrest patients	1	1.0	0.0	0.0	cool therapy might help cardiac arrest patient
528	783825596581228544	company's move scottsdale affect employees	0	0.0	0.0	0.0	company be move Scottsdale affect employee
529	784080325077073920	subroto trading beginners expert support link! verunyaaspidov	0	0.0	0.0	0.0	sybarite trading beginner expert support link ! verunyaaspidov
530	785285499598544896	empowering peace service provision state legitimacy #nepal peace building process	1	0.0	1.0	1.0	empower peace service provision state legitimacy # Nepal peace building process
531	786587956828073984	lead ios engineer jobs santa monica ca #santamonica #ca #jobs #jobsearch	0	0.0	0.0	0.0	lead ios engineer job Santa Monica can # satanic # can # job # job search
532	786661009012424705	miraclejeansday october ! wear jeans support pediatric patients umchealthsystem! interested call	0	0.0	0.0	0.0	mycologist October ! wear jean support pediatric patient umchealthsystem ! interested call
534	786984485212389376	instead blabbering would arnab ask modi ban imports china supports pak antinational? #whytalktopak	0	0.0	0.0	0.0	instead blabber would Arab ask MIDI ban import china support Park anti national ? # dialectic
535	787339568483803137	#hillarybecause racist cops using force stop violent thugs raping murdering	0	0.0	0.0	0.0	# Hillary be racist cop use force stop violent thug rape murder
536	787484307275194368	#inkigayo starts mins! please play three words v increase counts last minute! #sechskies	0	0.0	0.0	0.0	# indigo start Min be ! please play three word v increase count last minute ! # surcharge
537	788425946995064832	can't find sunscreen strong enough prevent busting flames outside #everydayvampireproblems	0	0.0	0.0	0.0	can not find sunscreen strong enough prevent bust flame outside # everydayvampireproblem
538	788745486517829632	iabtechlab releases dynamic content ad standard aimed increase relevancy ads delivered consumers	0	0.0	0.0	0.0	antechamber release dynamic content ad standard aim increase relevancy ad deliver consumer
539	788762451789680641	creative way increase success rate cold calling yoram	0	0.0	0.0	0.0	creative way increase success rate cold call yo ram
541	789032439154937856	prolabs recruiting optical networking roles uk us #optical careers	0	0.0	0.0	0.0	pro lab recruit optical networking role UK we # optical career
542	789744902741561345	matt ridley climate policy harm good	1	1.0	0.0	0.0	Matt Riley climate policy harm good
543	789823044453740544	sometimes praying patient goes long way adds feeling support #healthxph	0	0.0	0.0	0.0	sometimes pray patient go long way add feel support # health be
545	791001750153093120	muslims insulted called ignorant pain inflict ignorant knowingly?	0	0.0	0.0	0.0	Muslims insulted call ignorant pain inflict ignorant knowingly ?
546	792539909097598980	#devils tweets cory makes huge stop remaining regulation! #tblvsnjd #nhl	0	0.0	0.0	0.0	# devil tweet Cory make huge stop remain regulation ! # tblvsnjd # NHL
547	795078113868783616	number lies told men would decrease significantly women stopped asking questions	1	1.0	0.0	0.0	number lie tell man would decrease significantly woman stop ask question
548	795710160933126144	#sepsis complication infection deadly elanaglow reports via medicaldaily	1	1.0	1.0	1.0	# sepsis complication infection deadly elan aglow report via medical daily
549	795711462819983360	collaborative care support planning key approach respond people multimorbidity rcgp	1	1.0	1.0	1.0	collaborative care support plan key approach respond people multi morbidity RCMP
550	798547230353489920	rt bbcsciencenews database helps plant 'right tree right place'	1	1.0	1.0	1.0	rt benzene be database help plant ' right tree right place '
551	798897332288913410	#canada deeply saddened steps taken withdraw court encouraged african voices speaking support #icc #asp	0	0.0	0.0	0.0	# Canada deeply sadden step take withdraw court encourage african voice speak support # ICC # asp
552	799009849254121472	another europe launches stinging attack john mcdonnell saying labour must accept brexit trade unions support crew?	0	0.0	0.0	0.0	another Europe launch sting attack john McDonnell say labor must accept Brexit trade union support crew ?
553	799300082747129856	opened graffiti request via iphone intersection franklin st market st	0	0.0	0.0	0.0	open graffiti request via iPhone intersection Franklin st market st
554	801944872450146304	dude defense running prevent play sideline keep em getting outta bounds stopping clock	0	0.0	0.0	0.0	dude defense running prevent play sideline keep they get outta bound stop clock
555	802111021410320384	day week braving cold stayed day relaxed ice cream treat	0	0.0	0.0	0.0	day week brave cold stay day relaxed ice cream treat
556	803346646570594304	techniques every agent using get real estate leads total luxury dream homes reality via #didi	0	0.0	0.0	0.0	technique every agent use get real estate lead total luxury dream home reality via # Dido
557	804233493811261440	lets's join minds stop spread hiv around world #worldaidsday #worldaids #tikambe	0	0.0	0.0	0.0	Leta be join mind stop spread HIV around world # worldly # world aid # timber
558	804268948875345920	indian real estate see increase mn units across cities next years	1	1.0	0.0	0.0	indian real estate see increase MN unit across city next year
559	804695983544221696	five ways subscription box services increase customer retention	1	1.0	0.0	0.0	five way subscription box service increase customer retention
560	805588979416371200	israels reason attacks murder destruction palestinian people ? simply hate ethnic cleansing	1	1.0	0.0	0.0	israel reason attack murder destruction palestinian people ? simply hate ethnic cleansing
561	806585328740036609		1	0.0	1.0	1.0	
563	808672080690483200	satellites tell us animals fare changing climate nasa #climatechange #biodiversity	1	0.0	1.0	1.0	satellite tell we animal fare change climate NASA # climate change # biodiversity
564	808784310056714242	u department transportation proposes mandatory 'talking car' technology prevent c	0	0.0	0.0	0.0	you department transportation propose mandatory ' talk car ' technology prevent c
565	809402458514419713	#thursdaythoughts liberals need stop cry babies spoiled brats! comedy ! grow !	0	0.0	0.0	0.0	# Thursdays liberal need stop cry baby spoil brat ! comedy ! grow !
567	811684851619241984	engineering rice waste less fertilizer	1	0.0	1.0	1.0	engineering rice waste less fertilizer
568	814338973665476609	rt healingmb stressed? stretching reduces stress increasing circulation reducing pain etc #healing #yoga	1	1.0	0.0	0.0	rt healing stress ? stretching reduce stress increase circulation reduce pain etc # heal # yoga
569	816954428360003584	forex dollar broadly lower fed meeting minutes #forex	0	0.0	0.0	0.0	fore dollar broadly low fed meeting minute # fore
570	817079729740189696	volunteers coming punjab chalopunjab movement support aap hats love punjab	0	0.0	0.0	0.0	volunteer come Punjab Punjab movement support as soon as possible hat love Punjab
571	818219492887199745	pain changes people	1	1.0	0.0	0.0	pain change people
574	819736054689366018	arizzo 's world tour makes pit stop chicago laurencomitor writes	0	0.0	0.0	0.0	Ariz   be world tour make pit stop Chicago Laurent write
575	820156074930081792	happier less sleep require function everyday life sadness increases urge sleep	1	1.0	0.0	0.0	happy less sleep require function everyday life sadness increase urge sleep
576	821435427571658753	harvard research estimates #aca repeal cause people die every year otherwise would lived	1	1.0	1.0	1.0	Harvard research estimate # AC repeal because people die every year otherwise would live
578	823658050833805313	conservatives know legally taking away abortion going actually stop people getting abortions?	1	1.0	0.0	0.0	conservative know legally take away abortion go actually stop people get abortion ?
579	823860023390535680	international students uws come meet international student support team thursday quizzes scottish food meet new people!	0	0.0	0.0	0.0	international student US come meet international student support team Thursday quiz scottish food meet new people !
580	825716354585997312	china struggle top andrew j nathan new york review books	1	0.0	1.0	1.0	china struggle top Andrew j Nathan new York review book
581	826562278627618817	apple reports record first quarter results	0	0.0	0.0	0.0	apple report record first quarter result
582	826607463831003136	cownose rays beaten bats suffocated fishermen stop slaughter via forcechange	0	0.0	0.0	0.0	cow nose ray beat bat suffocate fisherman stop slaughter via force change
583	827372324533915648	thehill normdeguere good spared pile irrelevant research	0	0.0	0.0	0.0	the hill degree good spare pile irrelevant research
585	829033187225509888	#fedex stop transporting dolphins without air carriers dolphin trade would die! #opseaworld	0	0.0	0.0	0.0	# FedEx stop transport dolphin without air carrier dolphin trade would die ! # Oswald
586	831569149302231040	japan's new regulations affect bitcoin exchanges japan recently overtaken us china #bitcoin	0	0.0	0.0	0.0	japan be new regulation affect bitcoin exchange japan recently overtake we china # bitcoin
587	832017314908405760	#prnewswire additional results pivotal ra beam study published new england	1	0.0	1.0	1.0	# pressure additional result pivotal Ra beam study publish new England
589	833408997524910080	nmucklow ctvqp obviously #m asks recommendations lead future bill legilslation nothing trump #sigh	0	0.0	0.0	0.0	nickle CATV obviously # m ask recommendation lead future bill legislation nothing trump # sigh
590	834208335406641152	poll support #marijuana growing like weed #texas #warondrugs	0	0.0	0.0	0.0	poll support # marijuana grow like weed # Texas # wondrous
592	835178704435359745	latest times reports calls trump team russia	0	0.0	0.0	0.0	late time report call trump team Russia
593	835545584400498688	innovation infection control mathematics supports new way classify viruses based structure	1	1.0	1.0	1.0	innovation infection control mathematics support new way classify virus base structure
594	836660703025070080	thedirtypurple carpets amazing great support british industry	0	0.0	0.0	0.0	tadpole carpet amazing great support british industry
595	836678952458600452	delaneykingrox stop false name calling debate rationally instead playing 'cards'	0	0.0	0.0	0.0	Delacroix stop false name call debate rationally instead play ' card '
596	837670504236531716	please give #ff completekidzcic working children young people families promote healthy lifestyles	0	0.0	0.0	0.0	please give # ff completekidzcic work child young people family promote healthy lifestyle
597	837671647721177088	future medical perspectives gut bacteria revolutionise #medicine metabolcenter nejm sciencenordic	1	1.0	1.0	1.0	future medical perspective gut bacteria revolutionize # medicine metabolite NJ concentric
598	838373677758562306	trains always stop tracks mornings like people places woman facepalming medium skin tone	0	0.0	0.0	0.0	train always stop track morning like people place woman facepalme medium skin tone
600	839139914176479232	# rapidketosis premium exogenous ketone supplement weight loss never easier #prepared #foods	1	1.0	0.0	0.0	# rapidity be premium exogenous ketone supplement weight loss never easy # prepare # food
601	839180678629486592	trump promised one largest military buildups ever increase obama's budget barely buildup let alone large one	0	0.0	0.0	0.0	trump promise one large military buildup ever increase Obama be budget barely buildup let alone large one
602	839281326121443329	fear illness poverty national disgrace also causes huge numbers live perpetual state stress	1	1.0	0.0	0.0	fear illness poverty national disgrace also cause huge number live perpetual state stress
603	841315482867245056	jafarsbutt ugh really mezzo drama root cause always really grown yeah pythag arc pls	0	0.0	0.0	0.0	gadabout ugh really mezzo drama root because always really grow yeah Pythias arc pal
604	843119176210300929	papehal congrats spm candidates tak kisah la dapat result macam mana pun keep moving towards success stop	0	0.0	0.0	0.0	papal congrat Spam candidate tack kiss la DPT result Macao mania pun keep move towards success stop
605	843126626212855810	hundreds people today support kghaande! proud represent borough!	0	0.0	0.0	0.0	hundred people today support gander ! proud represent borough !
606	844220064211632128	doj announce filed federal corruption charges philadelphia's da afternoon inquirer reports	0	0.0	0.0	0.0	DJ announce file federal corruption charge Philadelphia be da afternoon inquirer report
607	844594656872714245	know offer residentially based masters program? learn here!	0	0.0	0.0	0.0	know offer residential base master program ? learn here !
608	845994048796180482	methane hydrate killer cause earth's greatest mass extinction warning #elsevier malicious company	1	1.0	1.0	1.0	methane hydrate killer because earth be great mass extinction warn # elusive malicious company
609	847011162164285440	police band together show support officer charged abdi death #ottnews #ottawa	0	0.0	0.0	0.0	police band together show support officer charge abed death # attune # Ottawa
610	848697042692169728	power science!!!! amazing	1	0.0	1.0	1.0	power science ! ! ! ! amazing
611	850025269234741253	feminism getting closer #neoliberalism #capitalism today s? nanette funk challenges nancy fraser	1	1.0	1.0	1.0	feminism get close # liberalism # capitalism today s ? Nanette funk challenge Nancy Fraser
612	850770221182976001	california took another step towards protecting stanislaus tuolumne merced lower san joaquin rivers	0	0.0	0.0	0.0	California take another step towards protect stencil toluene merced low San Joaquin river
613	851425636992339969	united courierjournal reports passenger removed flight replaced united airlines staff	0	0.0	0.0	0.0	united courier journal report passenger remove flight replace united airlines staff
614	853358642472550400	helldogs sensanders correction stupid people vt support trump clinton got #trump got utterly embarrassing vote vters smart	0	0.0	0.0	0.0	hell dogs sen sanders correction stupid people VT support trump Clinton get # trump get utterly embarrassing vote voter smart
615	854729466861559808	myth warm increase vertical jump! true false? #nba see	1	1.0	0.0	0.0	myth warm increase vertical jump ! true false ? # NBA see
616	854759368062943232	gopers signing w dems getting dem support smart politics minority party get things done bipartisan	0	0.0	0.0	0.0	gomper sign w deem get Dem support smart politic minority party get thing do bipartisan
617	855333006227103744	seeking perfection trading leads massive losses	1	1.0	0.0	0.0	seek perfection trading lead massive loss
618	857656545974398976	student athletes different species	1	1.0	0.0	0.0	student athlete different specie
621	859309059609997312	im gonna economist	0	0.0	0.0	0.0	I be go to economist
622	860184097980784641	remember libs attacked potus concealed carry stance? right man stops killer msm blast #thursdaythoughts	0	0.0	0.0	0.0	remember lib be attack pout conceal carry stance ? right man stop killer mam blast # Thursdays
623	860957536140308480	frameworks mastering #machinelearning via infoworld	0	0.0	0.0	0.0	framework master # machine learning via info world
